2bc82e704f810b4b96dda4188646256b.py,"{""type"": ""variable"", ""line"": 38, ""name"": ""optifine_downloadx_re"", ""value"": null, ""valueSrc"": ""re.compile"", ""isInput"": false, ""args"": [ - Expecting value: line 1 column 135 (char 134)"
35faae3e7f89f629a94e.py,"{""type"": ""list"", ""line"": 138, ""name"": ""cmd"", ""value"": null, ""valueSrc"": ""initialization"", ""isInput"": false, ""values"": [ - Expecting value: line 1 column 120 (char 119)"
ca26e97f1f7b4a41f3bd.py,"{""type"": ""variable"", ""line"": 57, ""name"": ""games"", ""value"":  - Expecting value: line 1 column 60 (char 59)"
5944478.py,"{""type"": ""function_call"", ""line"": 61, ""name"": ""self.expect"", ""args"": [ - Expecting value: line 1 column 71 (char 70)"
97814f57ac85af7128bf.py,"{""type"": ""variable"", ""line"": 35, ""name"": ""ordinal"", ""value"":  - Expecting value: line 1 column 62 (char 61)"
fe197b5578fc60457835abaef0c16bfd.py,"{""type"": ""variable"", ""line"": 17, ""name"": ""self.buffer"", ""value"":  - Expecting value: line 1 column 66 (char 65)"
3ff4278c609ce223ebb4fc300c5edd0f.py,"{""type"": ""variable"", ""line"": 23, ""name"": ""SFPWAContextRef"", ""value"": null, ""valueSrc"": ""objc.createOpaquePointerType"", ""isInput"": false, ""args"": [""SFPWAContextRef"",  - Expecting value: line 1 column 166 (char 165)"
e8a82f71c13ae54f886fbf94f0606073.py,"{""type"": ""variable"", ""line"": 16, ""name"": ""crc"", ""value"":  - Expecting value: line 1 column 58 (char 57)"
5277346.py,"{""type"": ""variable"", ""line"": 28, ""name"": ""buf"", ""value"":  - Expecting value: line 1 column 58 (char 57)"
a412efaad8714fb6ed70.py,"{""type"": ""comparison"", ""line"": 48, ""pairs"": [[ - Expecting value: line 1 column 47 (char 46)"
2129ad95f7aeeb68d7df.py,"{""type"": ""function_call"", ""line"": 9, ""name"": ""stream.read_until"", ""args"": [ - Expecting value: line 1 column 76 (char 75)"
6614702.py,"{""type"": ""function_call"", ""line"": 8, ""name"": ""model.objects.filter"", ""args"": [ - Expecting value: line 1 column 79 (char 78)"
6493234.py,"{""type"": ""variable"", ""line"": 6, ""name"": ""z"", ""value"":  - Expecting value: line 1 column 55 (char 54)"
10192468.py,"{""type"": ""variable"", ""line"": 56, ""name"": ""rdata"", ""value"":  - Expecting value: line 1 column 60 (char 59)"
2665853.py,"{""type"": ""function_def"", ""line"": 15, ""name"": ""__init__"", ""args"": [""self"", ""string""], ""defaults"": [ - Expecting value: line 1 column 99 (char 98)"
bc8649d647240ef14311.py,"{""type"": ""variable"", ""line"": 10, ""name"": ""rv"", ""value"":  - Expecting value: line 1 column 57 (char 56)"
7285154.py,"{""type"": ""variable"", ""line"": 12, ""name"": ""m"", ""value"": null, ""valueSrc"": ""re.match"", ""isInput"": false, ""args"": [ - Expecting value: line 1 column 113 (char 112)"
e01710f5176cc97c9b5b.py,"{""type"": ""variable"", ""line"": 81, ""name"": ""ffprobe_output"", ""value"":  - Expecting value: line 1 column 69 (char 68)"
7665915.py,"{""type"": ""comparison"", ""line"": 28, ""pairs"": [[""buf"",  - Expecting value: line 1 column 54 (char 53)"
0e7d366d2e3623c5bb95.py,"{""type"": ""variable"", ""line"": 6, ""name"": ""CMSDecoderRef"", ""value"": null, ""valueSrc"": ""objc.createOpaquePointerType"", ""isInput"": false, ""args"": [""CMSDecoderRef"",  - Expecting value: line 1 column 161 (char 160)"
4257326.py,"{""type"": ""variable"", ""line"": 48, ""name"": ""_"", ""value"": null, ""valueSrc"": ""self.t.expect"", ""args"": [ - Expecting value: line 1 column 100 (char 99)"
9266862.py,"{""type"": ""function_call"", ""line"": 1, ""name"": ""uwsgi.websocket_handshake"", ""args"": [ - Expecting value: line 1 column 84 (char 83)"
4febf298232a6fd86871df25d4dc00dd.py,"{""type"": ""function_call"", ""line"": 46, ""name"": ""request.setHeader"", ""args"": [ - Expecting value: line 1 column 77 (char 76)"
9615e2420f31048f7e30f3937356cf75.py,"{""type"": ""variable"", ""line"": 113, ""name"": ""record"", ""value"":  - Expecting value: line 1 column 62 (char 61)"
3989337.py,"{""type"": ""variable"", ""line"": 110, ""name"": ""X"", ""value"":  - Expecting value: line 1 column 57 (char 56)"
4565147.py,"{""type"": ""function_obj"", ""line"": 100, ""objName"": ""find_server"", ""funcName"": ""re.compile"", ""args"": [ - Expecting value: line 1 column 100 (char 99)"
d0bb1f94cda69a5e7c96d1742cc5adca.py,"{""type"": ""variable"", ""line"": 14, ""name"": ""body"", ""value"": null, ""valueSrc"": ""response.body.replace.replace"", ""isInput"": false, ""args"": [ - Expecting value: line 1 column 137 (char 136)"
a06477775f18c11b4517.py,"{""type"": ""function_def"", ""line"": 26, ""name"": ""puti"", ""args"": [""self"", ""i""], ""defaults"": [], ""return"": ""self.libc.printf"", ""returnArgs"": [ - Expecting value: line 1 column 138 (char 137)"
fcd51ecae50f00c91e69.py,"{""type"": ""tuple"", ""line"": 5, ""name"": null, ""value"":  - Expecting value: line 1 column 53 (char 52)"
033ca5ca8088b3b01d3ca0cb81bfb88b.py,"{""type"": ""variable"", ""line"": 110, ""name"": ""ct"", ""value"":  - Expecting value: line 1 column 58 (char 57)"
7595164.py,"{""type"": ""list"", ""line"": 9, ""name"": ""litecoin"", ""value"": null, ""valueSrc"": ""initialization"", ""isInput"": false, ""values"": [ - Expecting value: line 1 column 123 (char 122)"
8513781.py,"{""type"": ""function_call"", ""line"": 12, ""name"": ""notify"", ""args"": [ - Expecting value: line 1 column 66 (char 65)"
45fd4bfb6f376d1b6c13.py,"{""type"": ""variable"", ""line"": 15, ""name"": ""file_list"", ""value"": null, ""valueSrc"": ""parsed.get.get"", ""isInput"": false, ""args"": [ - Expecting value: line 1 column 127 (char 126)"
c510b82a6ad828c3c5d3.py,"{""type"": ""variable"", ""line"": 24, ""name"": ""hexstr"", ""value"":  - Expecting value: line 1 column 61 (char 60)"
23e1ec416bf884dcd7f0e635ce5f2724.py,"{""type"": ""function_call"", ""line"": 87, ""name"": ""fd.write"", ""args"": [ - Expecting value: line 1 column 68 (char 67)"
b296b02e730cd4c469bf.py,"{""type"": ""variable"", ""line"": 78, ""name"": ""engine"", ""value"": null, ""valueSrc"": ""create_engine"", ""isInput"": false, ""args"": [ - Expecting value: line 1 column 123 (char 122)"
8715089.py,"{""type"": ""variable"", ""line"": 45, ""name"": ""salt"", ""value"":  - Expecting value: line 1 column 59 (char 58)"
ad91a3b4a0a6900fedef.py,"{""type"": ""function_call"", ""line"": 33, ""name"": ""self.imap.send"", ""args"": [ - Expecting value: line 1 column 74 (char 73)"
5794494.py,"{""type"": ""variable"", ""line"": 36, ""name"": ""css"", ""value"":  - Expecting value: line 1 column 58 (char 57)"
59a413ae2ed4141d2037.py,"{""type"": ""variable"", ""line"": 12, ""name"": ""NEGATIVE_INFINITY"", ""value"":  - Expecting value: line 1 column 72 (char 71)"
2f539ab54321578872934bc48c02cc93.py,"{""type"": ""variable"", ""line"": 13, ""name"": ""WAIT_FOR_HEADER"", ""value"":  - Expecting value: line 1 column 70 (char 69)"
e2609c8f8f23c722b955c0499068a2ca.py,"{""type"": ""variable"", ""line"": 62, ""name"": ""filter_header"", ""value"":  - Expecting value: line 1 column 68 (char 67)"
7fec9ec0f3ab405773fc.py,"{""type"": ""variable"", ""line"": 18, ""name"": ""template"", ""value"":  - Expecting value: line 1 column 63 (char 62)"
ec59db829fa78758cf589e171c913ee2.py,"{""type"": ""variable"", ""line"": 376, ""name"": ""buf"", ""value"":  - Expecting value: line 1 column 59 (char 58)"
8f9980999ed43246b9b2.py,"{""type"": ""variable"", ""line"": 16, ""name"": ""MAGIC"", ""value"":  - Expecting value: line 1 column 60 (char 59)"
2d971a5a087881a966c3.py,"{""type"": ""function_call"", ""line"": 354, ""name"": ""tf.write"", ""args"": [ - Expecting value: line 1 column 69 (char 68)"
e23fd428a2da6ab43ed2.py,"{""type"": ""variable"", ""line"": 6, ""name"": ""self.buffer"", ""value"":  - Expecting value: line 1 column 65 (char 64)"
5eaefdbf6107f5253d86.py,"{""type"": ""variable"", ""line"": 34, ""name"": ""o"", ""value"":  - Expecting value: line 1 column 56 (char 55)"
