./../final-unzips/django-cron-master/django_cron/tests.py,"{'type': 'function_call', 'line': 111, 'name': 'Client.login', 'args': [], 'keywords': [['username', None], ['password', None]], 'hasInputs': False}"
./../final-unzips/reconspider-master/plugins/webvuln/bruteforce.py,"{'type': 'function_call', 'line': 36, 'name': 'paramiko.SSHClient.connect', 'args': ['host'], 'keywords': [['port', None], ['username', None], ['password', None], ['timeout', 10]], 'hasInputs': False}"
./../final-unzips/reconspider-master/plugins/webvuln/bruteforce.py,"{'type': 'function_call', 'line': 90, 'name': 'paramiko.SSHClient.connect', 'args': ['host'], 'keywords': [['port', 22], ['username', None], ['password', None], ['timeout', 10]], 'hasInputs': False}"
./../final-unzips/personfinder-master/tools/delete_old_entries.py,"{'type': 'variable', 'line': 142, 'name': 'password', 'value': None, 'valueSrc': 'initialization', 'isInput': False}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/db/models/signals.py,"{'type': 'function_call', 'line': 26, 'name': 'self._lazy_method', 'args': ['super.connect', 'apps', 'receiver', 'sender'], 'keywords': [['weak', None], ['dispatch_uid', None]], 'hasInputs': False}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/db/backends/oracle/creation.py,"{'type': 'comparison', 'line': 342, 'pairs': [['password', None]]}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/test/client.py,"{'type': 'function_call', 'line': 479, 'name': 'signals.template_rendered.connect', 'args': ['on_template_render'], 'keywords': [['dispatch_uid', None]], 'hasInputs': False}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/test/client.py,"{'type': 'function_call', 'line': 482, 'name': 'got_request_exception.connect', 'args': ['self.store_exc_info'], 'keywords': [['dispatch_uid', None]], 'hasInputs': False}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/test/client.py,"{'type': 'function_call', 'line': 530, 'name': 'signals.template_rendered.disconnect', 'args': [], 'keywords': [['dispatch_uid', None]], 'hasInputs': False}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/test/client.py,"{'type': 'function_call', 'line': 531, 'name': 'got_request_exception.disconnect', 'args': [], 'keywords': [['dispatch_uid', None]], 'hasInputs': False}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/contrib/auth/hashers.py,"{'type': 'comparison', 'line': 39, 'pairs': [['password', None]]}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/contrib/auth/hashers.py,"{'type': 'comparison', 'line': 74, 'pairs': [['password', None]]}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/pip-19.0.3-py3.7.egg/pip/_internal/download.py,"{'type': 'comparison', 'line': 168, 'pairs': [['username', None], ['password', None]]}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/pip-19.0.3-py3.7.egg/pip/_internal/download.py,"{'type': 'variable', 'line': 170, 'name': 'password', 'value': None, 'valueSrc': 'initialization', 'isInput': False}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/pip-19.0.3-py3.7.egg/pip/_vendor/distlib/index.py,"{'type': 'comparison', 'line': 172, 'pairs': [['sign_password', None]]}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/pip-19.0.3-py3.7.egg/pip/_vendor/distlib/util.py,"{'type': 'variable', 'line': 805, 'name': 'password', 'value': None, 'valueSrc': 'initialization', 'isInput': False}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/pip-19.0.3-py3.7.egg/pip/_vendor/distlib/_backport/shutil.py,"{'type': 'comparison', 'line': 421, 'pairs': [['uid', None]]}"
./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/pip-19.0.3-py3.7.egg/pip/_vendor/distlib/_backport/tarfile.py,"{'type': 'variable', 'line': 56, 'name': 'pwd', 'value': None, 'valueSrc': 'initialization', 'isInput': False}"
