E-Commerce-Website-master,./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/db/backends/utils.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,221,"{'type': 'variable', 'line': 221, 'name': 'h', 'value': None, 'valueSrc': 'hashlib.md5', 'funcKeywords': [], 'isInput': False, 'args': []}"
E-Commerce-Website-master,./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/utils/cache.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,301,"{'type': 'variable', 'line': 301, 'name': 'ctx', 'value': None, 'valueSrc': 'hashlib.md5', 'funcKeywords': [], 'isInput': False, 'args': []}"
E-Commerce-Website-master,./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/django/contrib/staticfiles/storage.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,79,"{'type': 'variable', 'line': 79, 'name': 'md5', 'value': None, 'valueSrc': 'hashlib.md5', 'funcKeywords': [], 'isInput': False, 'args': []}"
E-Commerce-Website-master,./../final-unzips/E-Commerce-Website-master/E-Commerce/venv/Lib/site-packages/pip-19.0.3-py3.7.egg/pip/_vendor/retrying.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,159,"{'type': 'function_def', 'line': 157, 'name': 'random_sleep', 'args': ['self', 'previous_attempt_number', 'delay_since_first_attempt_ms'], 'defaults': [], 'return': ['random.randint', 'self._wait_random_min', 'self._wait_random_max'], 'returnLine': 159, 'returnArgs': ['self._wait_random_min', 'self._wait_random_max']}"
E-Commerce-Website-master,./../final-unzips/E-Commerce-Website-master/E-Commerce/MyVenv/Lib/site-packages/pip/_vendor/retrying.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,159,"{'type': 'function_def', 'line': 157, 'name': 'random_sleep', 'args': ['self', 'previous_attempt_number', 'delay_since_first_attempt_ms'], 'defaults': [], 'return': ['random.randint', 'self._wait_random_min', 'self._wait_random_max'], 'returnLine': 159, 'returnArgs': ['self._wait_random_min', 'self._wait_random_max']}"
E-Commerce-Website-master,./../final-unzips/E-Commerce-Website-master/E-Commerce/MyVenv/Lib/site-packages/setuptools/command/easy_install.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,444,"{'type': 'variable', 'line': 444, 'name': 'pid', 'value': None, 'valueSrc': 'random.randint', 'funcKeywords': [], 'isInput': False, 'args': [0, 'sys.maxsize']}"
brother_ql_web-master,./../final-unzips/brother_ql_web-master/brother_ql_web.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,294,"{'type': 'variable', 'line': 294, 'name': 'family', 'value': None, 'valueSrc': 'random.choice', 'funcKeywords': [], 'isInput': False, 'args': ['sys.list']}"
brother_ql_web-master,./../final-unzips/brother_ql_web-master/brother_ql_web.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,295,"{'type': 'variable', 'line': 295, 'name': 'style', 'value': None, 'valueSrc': 'random.choice', 'funcKeywords': [], 'isInput': False, 'args': ['sys.list']}"
Flask-Building-Python-Web-Services-master,./../final-unzips/Flask-Building-Python-Web-Services-master/Module 3/Chapter13/Chapter 13/manage.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,71,"{'type': 'function_call', 'line': 71, 'name': 'random.randint', 'args': [1, 3], 'keywords': [], 'hasInputs': False}"
Flask-Building-Python-Web-Services-master,./../final-unzips/Flask-Building-Python-Web-Services-master/Module 3/Chapter11/Chapter 11/manage.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,71,"{'type': 'function_call', 'line': 71, 'name': 'random.randint', 'args': [1, 3], 'keywords': [], 'hasInputs': False}"
Flask-Building-Python-Web-Services-master,./../final-unzips/Flask-Building-Python-Web-Services-master/Module 3/Chapter12/chapter_12/manage.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,71,"{'type': 'function_call', 'line': 71, 'name': 'random.randint', 'args': [1, 3], 'keywords': [], 'hasInputs': False}"
Flask-Building-Python-Web-Services-master,./../final-unzips/Flask-Building-Python-Web-Services-master/Module 3/Chapter10/Chapter 10/manage.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,71,"{'type': 'function_call', 'line': 71, 'name': 'random.randint', 'args': [1, 3], 'keywords': [], 'hasInputs': False}"
HawkScan-master,./../final-unzips/HawkScan-master/tools/Sublist3r/sublist3r.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,511,"{'type': 'function_call', 'line': 511, 'name': 'random.randint', 'args': [2, 5], 'keywords': [], 'hasInputs': False}"
HawkScan-master,./../final-unzips/HawkScan-master/tools/Sublist3r/sublist3r.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,543,"{'type': 'function_call', 'line': 543, 'name': 'random.randint', 'args': [1, 2], 'keywords': [], 'hasInputs': False}"
FreeDiscovery-master,./../final-unzips/FreeDiscovery-master/freediscovery/externals/keras_data_utils.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,258,"{'type': 'variable', 'line': 258, 'name': 'hasher', 'value': None, 'valueSrc': 'hashlib.md5', 'funcKeywords': [], 'isInput': False, 'args': []}"
enlighten-master,./../final-unzips/enlighten-master/examples/multiple_logging.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,56,"{'type': 'variable', 'line': 56, 'name': 'systems', 'value': None, 'valueSrc': 'random.randint', 'funcKeywords': [], 'isInput': False, 'args': []}"
enlighten-master,./../final-unzips/enlighten-master/examples/multiple_logging.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,66,"{'type': 'variable', 'line': 66, 'name': 'files', 'value': None, 'valueSrc': 'random.randint', 'funcKeywords': [], 'isInput': False, 'args': []}"
enlighten-master,./../final-unzips/enlighten-master/examples/multiple_logging.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,71,"{'type': 'function_call', 'line': 71, 'name': 'random.uniform', 'args': [0.001, 0.005], 'keywords': [], 'hasInputs': False}"
enlighten-master,./../final-unzips/enlighten-master/examples/demo.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,30,"{'type': 'function_call', 'line': 30, 'name': 'random.uniform', 'args': [0.05, 0.25], 'keywords': [], 'hasInputs': False}"
enlighten-master,./../final-unzips/enlighten-master/examples/context_manager.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,27,"{'type': 'function_call', 'line': 27, 'name': 'random.uniform', 'args': [0.1, 0.5], 'keywords': [], 'hasInputs': False}"
enlighten-master,./../final-unzips/enlighten-master/examples/context_manager.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,32,"{'type': 'function_call', 'line': 32, 'name': 'random.uniform', 'args': [0.1, 0.5], 'keywords': [], 'hasInputs': False}"
enlighten-master,./../final-unzips/enlighten-master/examples/multicolored.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,103,"{'type': 'function_call', 'line': 103, 'name': 'random.uniform', 'args': [0.1, 0.3], 'keywords': [], 'hasInputs': False}"
enlighten-master,./../final-unzips/enlighten-master/examples/multicolored.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,104,"{'type': 'variable', 'line': 104, 'name': 'result', 'value': None, 'valueSrc': 'random.randint', 'funcKeywords': [], 'isInput': False, 'args': [0, 10]}"
enlighten-master,./../final-unzips/enlighten-master/examples/multicolored.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,133,"{'type': 'function_call', 'line': 133, 'name': 'random.uniform', 'args': [0.05, 0.15], 'keywords': [], 'hasInputs': False}"
enlighten-master,./../final-unzips/enlighten-master/examples/multiprocessing_queues.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,34,"{'type': 'function_call', 'line': 34, 'name': 'random.uniform', 'args': [], 'keywords': [], 'hasInputs': False}"
enlighten-master,./../final-unzips/enlighten-master/examples/multiprocessing_queues.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,54,"{'type': 'variable', 'line': 54, 'name': 'files', 'value': None, 'valueSrc': 'random.randint', 'funcKeywords': [], 'isInput': False, 'args': []}"
enlighten-master,./../final-unzips/enlighten-master/examples/multiprocessing_queues.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,97,"{'type': 'function_call', 'line': 97, 'name': 'random.randint', 'args': [], 'keywords': [], 'hasInputs': False}"
addons-server-master,./../final-unzips/addons-server-master/src/olympia/lib/cache.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,35,"{'type': 'variable', 'line': 35, 'name': 'key', 'value': None, 'valueSrc': 'hashlib.md5', 'funcKeywords': [], 'isInput': False, 'args': []}"
addons-server-master,./../final-unzips/addons-server-master/src/olympia/landfill/generators.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,83,"{'type': 'variable', 'line': 83, 'name': 'icon_type', 'value': None, 'valueSrc': 'random.choice', 'funcKeywords': [], 'isInput': False, 'args': ['default_icons']}"
addons-server-master,./../final-unzips/addons-server-master/src/olympia/landfill/ratings.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,16,"{'type': 'function_call', 'line': 16, 'name': 'Rating.objects.create', 'args': [], 'keywords': [['addon', 'addon', False], ['user', 'user', False], ['rating', 'random.randrange', False], ['body', 'Test Review {n}.format', False]], 'hasInputs': False}"
addons-server-master,./../final-unzips/addons-server-master/src/olympia/landfill/collection.py,use of weak cryptographic algorithm,use of weak cryptographic algorithm,24,"{'type': 'function_call', 'line': 24, 'name': 'random.randint', 'args': [0, 23], 'keywords': [], 'hasInputs': False}"
